"","X","LRR","var.LRR","col","scale","pr.st","Source","System"
"217",3.377587516,-1.871802177,0.003342596,"darkblue",1.00008216835422,0.0290048417518667,"ETB017","F"
"219",1.088379616,0.47957308,0.061045029,"darkblue",1.00151074964003,-0.123797663168038,"ETB020","F"
"221",3.850147602,-1.168603534,214.0811302,"darkblue",1.13721625580901,0.0605477893653035,"ETB021","F"
"223",5.117993812,-1.370118562,442.5616098,"darkblue",1.15570853166169,0.145175348418025,"ETB021","F"
"225",1.609437912,-1.063696024,0.052355899,"darkblue",1.00130066911868,-0.089017505001496,"ETB026","F"
"227",1.609437912,-0.970546386,743.924891,"darkblue",1.16895386967839,-0.089017505001496,"ETB026","F"
"229",1.609437912,-0.672009,0.449163079,"darkblue",1.0094749136454,-0.089017505001496,"ETB027","F"
"231",1.609437912,-1.34744395,117113.5043,"darkblue",1.29816665336429,-0.089017505001496,"ETB027","F"
"233",0.783159419,-0.533348317,0.022110092,"darkblue",1.0005556308647,-0.144170828337417,"ETB030","F"
"235",0.783159419,-0.942131201,0.040675634,"darkblue",1.00101552109133,-0.144170828337417,"ETB031","F"
"237",2.708050201,0.964134374,0.151365123,"darkblue",1.00359787780854,-0.0156861532728085,"ETB032","F"
