"","X","LRR","var.LRR","col","scale","pr.st","Source"
"102",3.40119738166216,0.019802627,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"103",5.52545293913178,-0.342490309,1,"darkgreen",1,0.224769249182153,"Lagomarsino et al. 2009"
"104",4.56330598188939,-0.061875404,1,"darkgreen",1,-0.0102248854395338,"Stark et al. 2002"
"105",3.68887945411394,0.076961041,1,"darkgreen",1,-0.223794240555285,"west et al. 2006"
"106",3.68887945411394,0.019802627,1,"darkgreen",1,-0.223794240555285,"west et al. 2006"
"107",3.68887945411394,0.048790164,1,"darkgreen",1,-0.223794240555285,"west et al. 2006"
"108",3.68887945411394,0.165514438,1,"darkgreen",1,-0.223794240555285,"west et al. 2006"
"109",3.91202300542815,-0.415515444,1,"darkgreen",1,-0.169293807598782,"Gough and Seiler 2004"
"110",3.91202300542815,-0.094310679,1,"darkgreen",1,-0.169293807598782,"Gough and Seiler 2004"
"111",3.91202300542815,-0.020202707,1,"darkgreen",1,-0.169293807598782,"Nowinsk et al. 2009"
"112",5.01063529409626,-0.020202707,1,"darkgreen",1,0.0990305290495893,"Nowinsk et al. 2009"
"113",3.91202300542815,-0.030459207,1,"darkgreen",1,-0.169293807598782,"Nowinsk et al. 2009"
"114",5.01063529409626,0,1,"darkgreen",1,0.0990305290495893,"Nowinsk et al. 2009"
"115",5.01063529409626,-0.116533816,1,"darkgreen",1,0.0990305290495893,"Nohrstedt et al. 1989"
"116",6.39692965521615,-0.400477567,1,"darkgreen",1,0.437618144247152,"Nohrstedt et al. 1989"
"117",5.01063529409626,-0.094310679,1,"darkgreen",1,0.0990305290495893,"Nohrstedt et al. 1989"
"118",6.39692965521615,-0.174353387,1,"darkgreen",1,0.437618144247152,"Nohrstedt et al. 1989"
"119",3.40119738166216,0.139761942,1,"darkgreen",1,-0.294057519104477,"Waldrop et al. 2004b"
"120",3.40119738166216,0.113328685,1,"darkgreen",1,-0.294057519104477,"Waldrop et al. 2004b"
"121",3.40119738166216,0,1,"darkgreen",1,-0.294057519104477,"Waldrop et al. 2004b"
"122",4.38202663467388,0.488580015,1,"darkgreen",1,-0.0545004329565036,"Waldrop et al. 2004b"
"123",4.38202663467388,0.19062036,1,"darkgreen",1,-0.0545004329565036,"Waldrop et al. 2004b"
"124",4.38202663467388,-0.162518929,1,"darkgreen",1,-0.0545004329565036,"Waldrop et al. 2004b"
"125",5.29831736654804,0.39877612,1,"darkgreen",1,0.169293807598781,"Basiliko et al. 2009"
"126",5.29831736654804,0.737164066,1,"darkgreen",1,0.169293807598781,"Basiliko et al. 2009"
"127",5.29831736654804,-0.139262067,1,"darkgreen",1,0.169293807598781,"Basiliko et al. 2009"
"128",5.7037824746562,0.198850859,1,"darkgreen",1,0.268324336648371,"Priess and Folster 2001"
"129",5.7037824746562,-0.223143551,1,"darkgreen",1,0.268324336648371,"Priess and Folster 2001"
"130",5.7037824746562,-0.051293294,1,"darkgreen",1,0.268324336648371,"Priess and Folster 2001"
"131",5.29831736654804,-0.030459207,1,"darkgreen",1,0.169293807598781,"Maljanen et al. 2006"
"132",3.61091791264422,-0.162518929,1,"darkgreen",1,-0.242835515730084,"Bowden et al. 2004"
"133",4.78749174278205,-0.527632742,1,"darkgreen",1,0.0445300960930859,"Bowden et al. 2004"
"134",3.61091791264422,-0.371063681,1,"darkgreen",1,-0.242835515730084,"Bowden et al. 2004"
"135",4.78749174278205,-0.478035801,1,"darkgreen",1,0.0445300960930859,"Bowden et al. 2004"
"136",5.2257466737132,-0.186329578,1,"darkgreen",1,0.151569189718685,"Giardina et al 2004"
"137",4.47733681447821,0.488580015,1,"darkgreen",1,-0.0312219378626274,"Verburg et al. 2004"
"138",4.71849887129509,-0.083381609,1,"darkgreen",1,0.0276793229257423,"Tyree et al. 2006"
"139",5.01063529409626,0.207014169,1,"darkgreen",1,0.0990305290495893,"Cleveland and Townsend 2006"
"140",5.11799381241676,-0.287682072,1,"darkgreen",1,0.125251702350703,"Phillips and Fahey 2007"
"141",5.11799381241676,-0.223143551,1,"darkgreen",1,0.125251702350703,"Phillips and Fahey 2007"
"142",5.11799381241676,-0.223143551,1,"darkgreen",1,0.125251702350703,"Phillips and Fahey 2007"
"143",5.7037824746562,0.029558802,1,"darkgreen",1,0.268324336648371,"Jones et al. 2006"
"144",5.7037824746562,0.113328685,1,"darkgreen",1,0.268324336648371,"Jones et al. 2006"
"145",4.60517018598809,0.887891257,1,"darkgreen",1,0,"Johnson et al. 1994"
"146",5.29831736654804,0.254642218,1,"darkgreen",1,0.169293807598781,"Johnson et al. 1994"
"147",5.52146091786225,-0.061875404,1,"darkgreen",1,0.223794240555285,"Allison et al. 2008"
"148",3.91202300542815,0.039220713,1,"darkgreen",1,-0.169293807598782,"Mo et al. 2008"
"149",4.60517018598809,-0.094310679,1,"darkgreen",1,0,"Mo et al. 2008"
"150",5.01063529409626,-0.174353387,1,"darkgreen",1,0.0990305290495893,"Mo et al. 2008"
"151",3.40119738166216,-0.051293294,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"152",3.40119738166216,-0.105360516,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"153",3.40119738166216,-0.342490309,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"154",3.40119738166216,-0.186329578,1,"darkgreen",1,-0.294057519104477,"Burton et al. 2004"
"155",4.02535169073515,-0.051293294,1,"darkgreen",1,-0.141614484673039,"Lee and Jose 2003"
"156",4.71849887129509,-0.174353387,1,"darkgreen",1,0.0276793229257423,"Lee and Jose 2003"
"157",5.41164605185504,-0.174353387,1,"darkgreen",1,0.196973130524524,"Lee and Jose 2003"
"158",4.02535169073515,-0.105360516,1,"darkgreen",1,-0.141614484673039,"Lee and Jose 2003"
"159",4.71849887129509,-0.051293294,1,"darkgreen",1,0.0276793229257423,"Lee and Jose 2003"
"160",5.41164605185504,0,1,"darkgreen",1,0.196973130524524,"Lee and Jose 2003"
"161",3.91202300542815,-0.040821995,1,"darkgreen",1,-0.169293807598782,"Mo et al. 2007"
"162",4.60517018598809,-0.083381609,1,"darkgreen",1,0,"Mo et al. 2007"
"163",3.91202300542815,-0.223143551,1,"darkgreen",1,-0.169293807598782,"Mo et al. 2007"
"164",4.60517018598809,-0.105360516,1,"darkgreen",1,0,"Mo et al. 2007"
"165",2.30258509299405,-0.040821995,1,"darkgreen",1,-0.562381855752848,"ambus and Robertson 2006"
"166",2.30258509299405,0.009950331,1,"darkgreen",1,-0.562381855752848,"ambus and Robertson 2006"
"167",3.40119738166216,-0.030459207,1,"darkgreen",1,-0.294057519104477,"ambus and Robertson 2006"
"168",3.40119738166216,0.058268908,1,"darkgreen",1,-0.294057519104477,"ambus and Robertson 2006"
"169",4.60517018598809,0.223143551,1,"darkgreen",1,0,"Mosier et al. 2003"
"170",4.60517018598809,-0.051293294,1,"darkgreen",1,0,"Mosier et al. 2003"
"171",4.60517018598809,-0.210721031,1,"darkgreen",1,0,"Bowden et al. 2000"
"172",3.40119738166216,0.139761942,1,"darkgreen",1,-0.294057519104477,"Waldrop et al. 2004b"
"173",3.40119738166216,0.113328685,1,"darkgreen",1,-0.294057519104477,"Waldrop et al. 2004b"
"174",3.40119738166216,-0.010050336,1,"darkgreen",1,-0.294057519104477,"Waldrop et al. 2004b"
"175",4.38202663467388,0.488580015,1,"darkgreen",1,-0.0545004329565036,"Waldrop et al. 2004b"
"176",4.38202663467388,0.19062036,1,"darkgreen",1,-0.0545004329565036,"Waldrop et al. 2004b"
"177",4.38202663467388,-0.162518929,1,"darkgreen",1,-0.0545004329565036,"Waldrop et al. 2004b"
"178",4.20020495292158,-0.301105093,1,"darkgreen",1,-0.0989084399009958,"Gulledge and Schimel 2000"
"179",2.50959926237837,-0.174353387,1,"darkgreen",1,-0.511820852339893,"Gulledge and Schimel 2000"
"180",5.14400000616368,0.131028262,1,"darkgreen",1,0.131603437860919,"Gulledge and Schimel 2000"
"181",4.96214508493582,0.131028262,1,"darkgreen",1,0.0871873125289657,"Gulledge and Schimel 2000"
