"","X","LRR","var.LRR","scale","col","ref","pr.st"
"1561",3,0.1276,0.0045,1.84897541278413,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1563",2,0.0752,0.0052,1.83903773020694,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1565",2,0.0313,0.0036,1.86431301781309,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1567",3,0.1316,0.005,1.84173353657803,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1569",3,-0.1238,0.0049,1.84312215454851,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1571",2,0.2318,0.0089,1.80210044844248,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1572",2,0.2331,0.0022,1.89816302051313,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1576",2,0.0125,0.0114,1.78508445420778,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1577",2,0.0114,0.0022,1.89816302051313,"darkgreen","Weltzin et al. 2000",-0.583104586158438
"1580",3,0.2231,0.0052,1.83903773020694,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1581",3,0.2281,0.0017,1.91588471141638,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1585",3,-0.1417,0.0096,1.79689645302802,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1586",3,-0.0499,0.0019,1.90823970061339,"darkgreen","Weltzin et al. 2000",0.102872089344037
"1625",3.5,0.6562,0.0631,1.66747276645904,"darkgreen","Wookey et al.1995",0.445860427095274
"1626",3.5,2.5727,0.4968,1.52564192265772,"darkgreen","Wookey et al.1995",0.445860427095274
"1627",3.5,0.3066,0.1545,1.60592307739388,"darkgreen","Wookey et al.1995",0.445860427095274
"1628",3.5,1.0205,0.2591,1.57038609516488,"darkgreen","Wookey et al.1995",0.445860427095274
"1629",3.5,0.0972,0.1077,1.63072545493076,"darkgreen","Wookey et al.1995",0.445860427095274
"1630",3.5,0.5291,0.2003,1.5880781434319,"darkgreen","Wookey et al.1995",0.445860427095274
"1631",3.5,0.5732,0.0714,1.65897878697288,"darkgreen","Wookey et al.1995",0.445860427095274
"1632",3.5,-0.6571,0.0597,1.67127987068628,"darkgreen","Wookey et al.1995",0.445860427095274
"1671",0.51,0.6444,0.0018,1.91195597061076,"darkgreen","Yin et al. 2008",-1.60520983265712
"1672",0.51,0.3716,0.0087,1.80366265777353,"darkgreen","Yin et al. 2008",-1.60520983265712
"1675",0.51,0.4166,0.0021,1.90136053897847,"darkgreen","Yin et al. 2008",-1.60520983265712
"1676",0.51,0.3567,0.0342,1.70957216059984,"darkgreen","Yin et al. 2008",-1.60520983265712
"1679",0.69,0.1178,0.0161,1.76135698383664,"darkgreen","Yin et al. 2008",-1.48173403106668
"1680",0.69,0.1431,0.0028,1.88158692699106,"darkgreen","Yin et al. 2008",-1.48173403106668
"1683",0.69,0.012,0.002,1.90471409440466,"darkgreen","Yin et al. 2008",-1.48173403106668
"1684",0.69,0.3545,0.0059,1.83035702549801,"darkgreen","Yin et al. 2008",-1.48173403106668
